call to Robot/MoveD
6.704068 0 265 -45.848910
6.705803 0 265 -45.848910
6.706960 0 265 -45.848910
6.708320 0 265 -45.848910
6.709830 0 265 -45.848910
6.711289 0 265 -45.848910
6.712848 0 265 -45.848910
6.714986 0 265 -45.848910
6.716409 0 265 -45.848910
6.717761 0 265 -45.848910
6.718925 0 265 -45.848910
6.720395 0 265 -45.848910
6.741098 0 265 -45.848910
6.742980 0 265 -45.848910
6.745857 0 265 -45.848910
6.747034 0 265 -45.848910
6.748404 0 265 -45.848910
6.751393 0 265 -45.848910
6.752990 0 265 -45.848910
6.755141 0 265 -45.848910
6.756571 0 265 -45.848910
6.757921 0 265 -45.848910
6.759072 0 265 -45.848910
6.761057 0 265 -45.848910
6.762480 0 265 -45.848910
6.764969 0 265 -45.848910
6.766686 0 265 -45.848910
6.768074 0 265 -45.848910
6.769233 0 265 -45.848910
6.771017 0 265 -45.848910
6.773118 0 265 -45.848910
6.775283 0 265 -45.848910
6.776702 0 265 -45.848910
6.778097 0 265 -45.848910
6.779269 0 265 -45.848910
6.782255 0 265 -45.848910
6.784876 0 265 -45.848910
6.786199 0 265 -45.848910
6.787638 0 265 -45.848910
6.789713 0 265 -45.848910
6.790876 0 265 -45.848910
6.811757 0 265 -45.848910
6.814896 0 265 -45.848910
6.816235 0 265 -45.848910
6.817855 0 265 -45.848910
6.819024 0 265 -45.848910
6.820473 0 265 -45.848910
6.821847 0 265 -45.848910
6.841285 0 265 -45.848910
6.845044 0 265 -45.848910
6.846457 0 265 -45.848910
6.847970 0 265 -45.848910
6.849839 0 265 -45.848910
6.852056 0 265 -45.848910
6.855657 0 265 -45.848910
6.856848 0 265 -45.848910
6.858228 0 265 -45.848910
6.859705 0 265 -45.848910
6.860863 0 265 -45.848910
6.862168 0 265 -45.848910
6.864830 0 265 -45.848910
6.866177 0 265 -45.848910
6.867406 0 265 -45.848910
6.868681 0 265 -45.848910
6.870224 0 265 -45.848910
6.871378 0 265 -45.848910
6.872925 0 265 -45.848910
6.875771 0 265 -45.848910
6.877240 0 265 -45.848910
6.878618 0 265 -45.848910
6.880169 0 265 -45.848910
6.882808 0 265 -45.848910
6.885343 0 265 -45.848910
6.886766 0 265 -45.848910
6.888147 0 265 -45.848910
6.889925 0 265 -45.848910
6.891076 0 265 -45.848910
6.892469 0 265 -45.848910
6.894974 0 265 -45.848910
6.896953 0 265 -45.848910
6.898611 0 265 -45.848910
6.900445 0 265 -45.848910
6.903029 0 265 -45.848910
6.905162 0 265 -45.848910
6.906783 0 265 -45.848910
6.908150 0 265 -45.848910
6.909884 0 265 -45.848910
6.911038 0 265 -45.848910
6.912333 0 265 -45.848910
6.914722 0 265 -45.848910
6.933605 0 265 -45.848910
6.936645 0 265 -45.848910
6.938486 0 265 -45.848910
6.940294 0 265 -45.848910
6.941676 0 265 -45.848910
6.943407 0 265 -45.848910
6.946249 0 265 -45.848910
6.947696 0 265 -45.848910
6.948861 0 265 -45.848910
6.950286 0 265 -45.848910
6.952281 0 265 -45.848910
6.954774 0 265 -45.848910
6.956499 0 265 -45.848910
6.957865 0 265 -45.848910
6.959023 0 265 -45.848910
6.960471 0 265 -45.848910
6.961859 0 265 -45.848910
6.964007 0 265 -45.848910
6.984763 0 265 -45.848910
6.987219 0 265 -45.848910
6.988996 0 265 -45.848910
6.990607 0 265 -45.848910
6.991989 0 265 -45.848910
6.994590 0 265 -45.848910
6.996572 0 265 -45.848910
6.997930 0 265 -45.848910
6.999082 0 265 -45.848910
7.000880 0 265 -45.848910
7.004042 0 265 -45.848910
7.006122 0 265 -45.848910
7.011298 0 265 -45.848910
7.013031 0 265 -45.848910
7.015158 0 265 -45.848910
7.017145 0 265 -45.848910
7.018519 0 265 -45.848910
7.020025 0 265 -45.848910
7.021161 0 265 -45.848910
7.022545 0 265 -45.848910
7.025161 0 265 -45.848910
7.026848 0 265 -45.848910
7.028235 0 265 -45.848910
7.029955 0 265 -45.848910
7.031645 0 265 -45.848910
7.033138 0 265 -45.848910
7.035286 0 265 -45.848910
7.057126 0 265 -45.848910
7.058949 0 265 -45.848910
7.060624 0 265 -45.848910
7.062004 0 265 -45.848910
7.064589 0 265 -45.848910
7.065929 0 265 -45.848910
7.067080 0 265 -45.848910
7.069154 0 265 -45.848910
7.070592 0 265 -45.848910
7.071976 0 265 -45.848910
7.073388 0 265 -45.848910
7.075925 0 265 -45.848910
7.077092 0 265 -45.848910
7.078846 0 265 -45.848910
7.080281 0 265 -45.848910
7.081879 0 265 -45.848910
7.085699 0 265 -45.848910
7.086908 0 265 -45.848910
7.088297 0 265 -45.848910
7.090620 0 265 -45.848910
7.091999 0 265 -45.848910
7.093662 0 265 -45.848910
7.095672 0 265 -45.848910
7.097138 0 265 -45.848910
7.098509 0 265 -45.848910
7.100619 0 265 -45.848910
7.102447 0 265 -45.848910
7.104732 0 265 -45.848910
7.106875 0 265 -45.848910
7.108339 0 265 -45.848910
7.126996 0 265 -45.848910
7.129215 0 265 -45.848910
7.131244 0 265 -45.848910
7.132819 0 265 -45.848910
7.135164 0 265 -45.848910
7.136732 0 265 -45.848910
7.156268 0 265 -45.848910
7.159818 0 265 -45.848910
7.161256 0 265 -45.848910
7.163303 0 265 -45.848910
7.165664 0 265 -45.848910
7.166850 0 265 -45.848910
7.168221 0 265 -45.848910
7.189150 0 265 -45.848910
7.190989 0 265 -45.848910
7.192318 0 265 -45.848910
7.195167 0 265 -45.848910
7.196592 0 265 -45.848910
7.197936 0 265 -45.848910
7.200060 0 265 -45.848910
7.201762 0 265 -45.848910
7.203295 0 265 -45.848910
7.205978 0 265 -45.848910
7.207712 0 265 -45.848910
7.210398 0 265 -45.848910
7.211788 0 265 -45.848910
7.213128 0 265 -45.848910
7.215278 0 265 -45.848910
7.216719 0 265 -45.848910
7.237886 0 265 -45.848910
7.240049 0 265 -45.848910
7.241737 0 265 -45.848910
7.243094 0 265 -45.848910
7.245384 0 265 -45.848910
7.246824 0 265 -45.848910
7.248191 0 265 -45.848910
7.268198 0 265 -45.848910
7.270455 0 265 -45.848910
7.272118 0 265 -45.848910
7.274984 0 265 -45.848910
7.276406 0 265 -45.848910
7.277757 0 265 -45.848910
7.278916 0 265 -45.848910
7.280882 0 265 -45.848910
7.282232 0 265 -45.848910
7.284799 0 265 -45.848910
7.287900 0 265 -45.848910
7.291021 0 265 -45.848910
7.293052 0 265 -45.848910
7.295695 0 265 -45.848910
7.296867 0 265 -45.848910
7.298241 0 265 -45.848910
7.300013 0 265 -45.848910
7.320443 0 265 -45.848910
7.322094 0 265 -45.848910
7.324933 0 265 -45.848910
7.326264 0 265 -45.848910
7.327712 0 265 -45.848910
7.328876 0 265 -45.848910
7.331145 0 265 -45.848910
7.332553 0 265 -45.848910
7.334855 0 265 -45.848910
7.336407 0 265 -45.848910
7.338313 0 265 -45.848910
7.339853 0 265 -45.848910
7.341819 0 265 -45.848910
7.343236 0 265 -45.848910
7.345272 0 265 -45.848910
7.346672 0 265 -45.848910
7.348039 0 265 -45.848910
7.349183 0 265 -45.848910
7.371944 0 265 -45.848910
7.375183 0 265 -45.848910
7.376606 0 265 -45.848910
7.378216 0 265 -45.848910
7.379706 0 265 -45.848910
7.380859 0 265 -45.848910
7.382167 0 265 -45.848910
7.385658 0 265 -45.848910
7.387059 0 265 -45.848910
7.388600 0 265 -45.848910
7.390225 0 265 -45.848910
7.392611 0 265 -45.848910
7.395258 0 265 -45.848910
7.396674 0 265 -45.848910
7.398054 0 265 -45.848910
7.399204 0 265 -45.848910
7.401051 0 265 -45.848910
7.402459 0 265 -45.848910
7.426258 0 265 -45.848910
7.429076 0 265 -45.848910
7.431267 0 265 -45.848910
7.434456 0 265 -45.848910
7.436199 0 265 -45.848910
7.454940 0 265 -45.848910
7.457624 0 265 -45.848910
7.459949 0 265 -45.848910
7.461399 0 265 -45.848910
7.463009 0 265 -45.848910
7.465371 0 265 -45.848910
7.468081 0 265 -45.848910
7.469326 0 265 -45.848910
7.472051 0 265 -45.848910
7.474646 0 265 -45.848910
7.475973 0 265 -45.848910
7.477738 0 265 -45.848910
7.478901 0 265 -45.848910
7.480332 0 265 -45.848910
7.481713 0 265 -45.848910
7.483233 0 265 -45.848910
7.485355 0 265 -45.848910
7.487806 0 265 -45.848910
7.489232 0 265 -45.848910
7.490686 0 265 -45.848910
7.493347 0 265 -45.848910
7.496008 0 265 -45.848910
7.497876 0 265 -45.848910
7.499052 0 265 -45.848910
7.500487 0 265 -45.848910
7.502181 0 265 -45.848910
7.504777 0 265 -45.848910
7.506124 0 265 -45.848910
7.507350 0 265 -45.848910
7.528267 0 265 -45.848910
7.530254 0 265 -45.848910
7.531653 0 265 -45.848910
7.533198 0 265 -45.848910
7.535306 0 265 -45.848910
7.536882 0 265 -45.848910
7.539780 0 265 -45.848910
7.540939 0 265 -45.848910
7.542950 0 265 -45.848910
7.545127 0 265 -45.848910
7.546536 0 265 -45.848910
7.547889 0 265 -45.848910
7.549717 0 265 -45.848910
7.550880 0 265 -45.848910
7.552182 0 265 -45.848910
7.554538 0 265 -45.848910
7.555908 0 265 -45.848910
7.557060 0 265 -45.848910
7.558426 0 265 -45.848910
7.581283 0 265 -45.848910
7.584639 0 265 -45.848910
7.586235 0 265 -45.848910
7.587700 0 265 -45.848910
7.589129 0 265 -45.848910
7.590951 0 265 -45.848910
7.593301 0 265 -45.848910
7.595884 0 265 -45.848910
7.597087 0 265 -45.848910
7.598480 0 265 -45.848910
7.599993 0 265 -45.848910
7.620383 0 265 -45.848910
7.621948 0 265 -45.848910
7.625901 0 265 -45.848910
7.627998 0 265 -45.848910
7.629150 0 265 -45.848910
7.631404 0 265 -45.848910
7.633001 0 265 -45.848910
7.635133 0 265 -45.848910
7.636714 0 265 -45.848910
7.638518 0 265 -45.848910
7.640024 0 265 -45.848910
7.641740 0 265 -45.848910
7.643127 0 265 -45.848910
7.645277 0 265 -45.848910
7.646681 0 265 -45.848910
7.648329 0 265 -45.848910
7.649860 0 265 -45.848910
7.651838 0 265 -45.848910
7.653248 0 265 -45.848910
7.655305 0 265 -45.848910
7.656705 0 265 -45.848910
7.658288 0 265 -45.848910
7.660423 0 265 -45.848910
7.662151 0 265 -45.848910
7.664148 0 265 -45.848910
7.665871 0 265 -45.848910
7.667026 0 265 -45.848910
7.668525 0 265 -45.848910
7.670332 0 265 -45.848910
7.695784 0 265 -45.848910
7.698070 0 265 -45.848910
7.700354 0 265 -45.848910
7.702263 0 265 -45.848910
7.704735 0 265 -45.848910
7.706068 0 265 -45.848910
7.725020 0 265 -45.848910
7.728266 0 265 -45.848910
7.730043 0 265 -45.848910
7.731713 0 265 -45.848910
7.733067 0 265 -45.848910
7.735222 0 265 -45.848910
7.737248 0 265 -45.848910
7.739327 0 265 -45.848910
7.740757 0 265 -45.848910
7.742514 0 265 -45.848910
7.744988 0 265 -45.848910
7.746649 0 265 -45.848910
7.748022 0 265 -45.848910
7.749163 0 265 -45.848910
7.750584 0 265 -45.848910
7.751946 0 265 -45.848910
7.753379 0 265 -45.848910
7.755664 0 265 -45.848910
7.757972 0 265 -45.848910
7.759842 0 265 -45.848910
7.760997 0 265 -45.848910
7.762299 0 265 -45.848910
7.764713 0 265 -45.848910
7.766024 0 265 -45.848910
7.767748 0 265 -45.848910
7.768908 0 265 -45.848910
7.770357 0 265 -45.848910
7.771751 0 265 -45.848910
7.773096 0 265 -45.848910
7.775258 0 265 -45.848910
7.776666 0 265 -45.848910
7.798728 0 265 -45.848910
7.800756 0 265 -45.848910
7.802171 0 265 -45.848910
7.805210 0 265 -45.848910
7.806621 0 265 -45.848910
7.807987 0 265 -45.848910
7.834782 0 265 -45.848910
7.836479 0 265 -45.848910
7.838856 0 265 -45.848910
7.840315 0 265 -45.848910
7.841702 0 265 -45.848910
7.861328 0 265 -45.848910
7.864889 0 265 -45.848910
7.866203 0 265 -45.848910
7.867835 0 265 -45.848910
7.869287 0 265 -45.848910
7.870712 0 265 -45.848910
7.872118 0 265 -45.848910
7.874995 0 265 -45.848910
7.876629 0 265 -45.848910
7.877994 0 265 -45.848910
7.880720 0 265 -45.848910
7.882457 0 265 -45.848910
7.885006 0 265 -45.848910
7.886418 0 265 -45.848910
7.887756 0 265 -45.848910
7.889167 0 265 -45.848910
7.890604 0 265 -45.848910
7.892313 0 265 -45.848910
7.913194 0 265 -45.848910
7.916066 0 265 -45.848910
7.917740 0 265 -45.848910
7.918889 0 265 -45.848910
7.920557 0 265 -45.848910
7.921934 0 265 -45.848910
7.924522 0 265 -45.848910
7.949048 0 265 -45.848910
7.950754 0 265 -45.848910
7.952156 0 265 -45.848910
7.955070 0 265 -45.848910
7.956513 0 265 -45.848910
7.959096 0 265 -45.848910
7.960570 0 265 -45.848910
7.961955 0 265 -45.848910
7.963392 0 265 -45.848910
7.965658 0 265 -45.848910
7.966851 0 265 -45.848910
7.968236 0 265 -45.848910
7.969988 0 265 -45.848910
7.971139 0 265 -45.848910
7.972915 0 265 -45.848910
7.975033 0 265 -45.848910
7.976438 0 265 -45.848910
7.977782 0 265 -45.848910
7.999032 0 265 -45.848910
8.002495 0 265 -45.848910
8.004853 0 265 -45.848910
8.006555 0 265 -45.848910
8.007922 0 265 -45.848910
8.009071 0 265 -45.848910
8.032122 0 265 -45.848910
8.060339 0 265 -45.848910
8.062316 0 265 -45.848910
8.065247 0 265 -45.848910
8.067917 0 265 -45.848910
8.069710 0 265 -45.848910
8.070880 0 265 -45.848910
8.073263 0 265 -45.848910
8.075315 0 265 -45.848910
8.076733 0 265 -45.848910
8.078101 0 265 -45.848910
8.079260 0 265 -45.848910
8.080688 0 265 -45.848910
8.082495 0 265 -45.848910
8.084798 0 265 -45.848910
8.086142 0 265 -45.848910
8.087364 0 265 -45.848910
8.088962 0 265 -45.848910
8.091757 0 265 -45.848910
8.094752 0 265 -45.848910
8.096114 0 265 -45.848910
8.100239 0 265 -45.848910
8.102509 0 265 -45.848910
8.105242 0 265 -45.848910
8.106654 0 265 -45.848910
8.108025 0 265 -45.848910
8.109177 0 265 -45.848910
8.110602 0 265 -45.848910
8.112268 0 265 -45.848910
8.115241 0 265 -45.848910
8.116644 0 265 -45.848910
8.118020 0 265 -45.848910
8.119179 0 265 -45.848910
8.120622 0 265 -45.848910
8.121990 0 265 -45.848910
8.123411 0 265 -45.848910
8.125811 0 265 -45.848910
8.126969 0 265 -45.848910
8.128335 0 265 -45.848910
8.130099 0 265 -45.848910
8.131843 0 265 -45.848910
8.133246 0 265 -45.848910
8.136169 0 265 -45.848910
8.138210 0 265 -45.848910
8.139713 0 265 -45.848910
8.140874 0 265 -45.848910
8.144064 0 265 -45.848910
8.146111 0 265 -45.848910
8.147343 0 265 -45.848910
8.148634 0 265 -45.848910
8.150193 0 265 -45.848910
8.151342 0 265 -45.848910
8.152905 0 265 -45.848910
8.161733 0 265 -45.848910
8.189248 0 265 -45.848910
8.191826 0 265 -45.848910
8.195343 0 265 -45.848910
8.197070 0 265 -45.848910
8.198716 0 265 -45.848910
8.201891 0 265 -45.848910
8.204853 0 265 -45.848910
8.206197 0 265 -45.848910
8.207635 0 265 -45.848910
8.208712 0 265 -45.848910
8.210222 0 265 -45.848910
8.215003 0 265 -45.848910
8.218023 0 265 -45.848910
8.219204 0 265 -45.848910
8.220645 0 265 -45.848910
8.222259 0 265 -45.848910
8.246104 0 265 -45.848910
8.247367 0 265 -45.848910
8.248900 0 265 -45.848910
8.250354 0 265 -45.848910
8.251743 0 265 -45.848910
8.271057 0 265 -45.848910
8.274072 0 265 -45.848910
8.276084 0 265 -45.848910
8.277247 0 265 -45.848910
8.278924 0 265 -45.848910
8.280368 0 265 -45.848910
8.281747 0 265 -45.848910
8.303648 0 265 -45.848910
8.306745 0 265 -45.848910
8.308168 0 265 -45.848910
8.310424 0 265 -45.848910
8.311839 0 265 -45.848910
8.313270 0 265 -45.848910
8.332067 0 265 -45.848910
8.334990 0 265 -45.848910
8.337056 0 265 -45.848910
8.339056 0 265 -45.848910
8.340508 0 265 -45.848910
8.342192 0 265 -45.848910
8.362303 0 265 -45.848910
8.365258 0 265 -45.848910
8.366877 0 265 -45.848910
8.368248 0 265 -45.848910
8.370017 0 265 -45.848910
8.371157 0 265 -45.848910
8.372565 0 265 -45.848910
8.391800 0 265 -45.848910
8.395663 0 265 -45.848910
8.398444 0 265 -45.848910
8.400313 0 265 -45.848910
8.402318 0 265 -45.848910
8.405806 0 265 -45.848910
8.407026 0 265 -45.848910
8.408414 0 265 -45.848910
8.409939 0 265 -45.848910
8.411085 0 265 -45.848910
8.412478 0 265 -45.848910
8.415032 0 265 -45.848910
8.416439 0 265 -45.848910
8.417806 0 265 -45.848910
8.418960 0 265 -45.848910
8.421024 0 265 -45.848910
8.422331 0 265 -45.848910
8.424760 0 265 -45.848910
8.426749 0 265 -45.848910
8.428130 0 265 -45.848910
8.429814 0 265 -45.848910
8.431085 0 265 -45.848910
8.432491 0 265 -45.848910
8.434789 0 265 -45.848910
8.436673 0 265 -45.848910
8.438398 0 265 -45.848910
8.439931 0 265 -45.848910
8.441072 0 265 -45.848910
8.442913 0 265 -45.848910
8.445018 0 265 -45.848910
8.446980 0 265 -45.848910
8.449251 0 265 -45.848910
8.450713 0 265 -45.848910
8.452172 0 265 -45.848910
8.454720 0 265 -45.848910
8.456045 0 265 -45.848910
8.457787 0 265 -45.848910
8.458952 0 265 -45.848910
8.460374 0 265 -45.848910
8.461758 0 265 -45.848910
8.463296 0 265 -45.848910
8.465846 0 265 -45.848910
8.467918 0 265 -45.848910
8.469092 0 265 -45.848910
8.470528 0 265 -45.848910
8.471901 0 265 -45.848910
8.473377 0 265 -45.848910
8.475865 0 265 -45.848910
8.477606 0 265 -45.848910
8.478699 0 265 -45.848910
8.480252 0 265 -45.848910
8.481399 0 265 -45.848910
8.482977 0 265 -45.848910
8.485123 0 265 -45.848910
8.486822 0 265 -45.848910
8.489073 0 265 -45.848910
8.490522 0 265 -45.848910
8.491914 0 265 -45.848910
8.493360 0 265 -45.848910
8.495662 0 265 -45.848910
8.496859 0 265 -45.848910
8.499729 0 265 -45.848910
8.501235 0 265 -45.848910
8.504701 0 265 -45.848910
8.506152 0 265 -45.848910
8.507833 0 265 -45.848910
8.527808 0 265 -45.848910
8.528991 0 265 -45.848910
8.531292 0 265 -45.848910
8.533074 0 265 -45.848910
8.535190 0 265 -45.848910
8.537210 0 265 -45.848910
8.539847 0 265 -45.848910
8.540999 0 265 -45.848910
8.542806 0 265 -45.848910
8.544930 0 265 -45.848910
8.546258 0 265 -45.848910
8.547684 0 265 -45.848910
8.550228 0 265 -45.848910
8.551899 0 265 -45.848910
8.554594 0 265 -45.848910
8.555929 0 265 -45.848910
8.557082 0 265 -45.848910
8.559112 0 265 -45.848910
8.560595 0 265 -45.848910
8.561979 0 265 -45.848910
8.563395 0 265 -45.848910
8.565680 0 265 -45.848910
8.566863 0 265 -45.848910
8.568225 0 265 -45.848910
8.569984 0 265 -45.848910
8.571131 0 265 -45.848910
8.572511 0 265 -45.848910
8.575045 0 265 -45.848910
8.576463 0 265 -45.848910
8.577813 0 265 -45.848910
8.578962 0 265 -45.848910
8.581084 0 265 -45.848910
8.582492 0 265 -45.848910
8.585028 0 265 -45.848910
8.586435 0 265 -45.848910
8.587807 0 265 -45.848910
8.589213 0 265 -45.848910
8.591005 0 265 -45.848910
8.592311 0 265 -45.848910
8.594723 0 265 -45.848910
8.596051 0 265 -45.848910
8.597796 0 265 -45.848910
8.598956 0 265 -45.848910
8.627868 0 265 -45.848910
8.630713 0 265 -45.848910
8.633411 0 265 -45.848910
8.635010 0 265 -45.848910
8.657026 0 265 -45.848910
8.660664 0 265 -45.848910
8.662608 0 265 -45.848910
8.665162 0 265 -45.848910
8.668197 0 265 -45.848910
8.670356 0 265 -45.848910
8.671749 0 265 -45.848910
8.673225 0 265 -45.848910
8.675334 0 265 -45.848910
8.676761 0 265 -45.848910
8.678121 0 265 -45.848910
8.679890 0 265 -45.848910
8.681056 0 265 -45.848910
8.682458 0 265 -45.848910
8.685244 0 265 -45.848910
8.686651 0 265 -45.848910
8.688019 0 265 -45.848910
8.712043 0 265 -45.848910
8.715297 0 265 -45.848910
8.716748 0 265 -45.848910
8.718290 0 265 -45.848910
8.719830 0 265 -45.848910
8.720974 0 265 -45.848910
8.722286 0 265 -45.848910
8.743675 0 265 -45.848910
8.746070 0 265 -45.848910
8.747224 0 265 -45.848910
8.748849 0 265 -45.848910
8.750289 0 265 -45.848910
8.752182 0 265 -45.848910
8.756116 0 265 -45.848910
8.757354 0 265 -45.848910
8.758638 0 265 -45.848910
8.760188 0 265 -45.848910
8.761343 0 265 -45.848910
8.763095 0 265 -45.848910
8.765712 0 265 -45.848910
8.766880 0 265 -45.848910
8.768256 0 265 -45.848910
8.769794 0 265 -45.848910
8.770938 0 265 -45.848910
8.772231 0 265 -45.848910
8.775685 0 265 -45.848910
8.776873 0 265 -45.848910
8.778245 0 265 -45.848910
8.779746 0 265 -45.848910
8.780901 0 265 -45.848910
8.782194 0 265 -45.848910
8.784569 0 265 -45.848910
8.786204 0 265 -45.848910
8.787645 0 265 -45.848910
8.789041 0 265 -45.848910
8.790490 0 265 -45.848910
8.791880 0 265 -45.848910
8.793278 0 265 -45.848910
8.796436 0 265 -45.848910
8.797817 0 265 -45.848910
8.798984 0 265 -45.848910
8.800399 0 265 -45.848910
8.802103 0 265 -45.848910
8.804123 0 265 -45.848910
8.808190 0 265 -45.848910
8.809751 0 265 -45.848910
8.810907 0 265 -45.848910
8.812197 0 265 -45.848910
8.814583 0 265 -45.848910
8.815917 0 265 -45.848910
8.818201 0 265 -45.848910
8.820764 0 265 -45.848910
8.822232 0 265 -45.848910
8.824852 0 265 -45.848910
8.826186 0 265 -45.848910
8.827960 0 265 -45.848910
8.829124 0 265 -45.848910
8.830871 0 265 -45.848910
8.832177 0 265 -45.848910
8.834513 0 265 -45.848910
8.836009 0 265 -45.848910
8.838093 0 265 -45.848910
8.839862 0 265 -45.848910
8.841016 0 265 -45.848910
8.843039 0 265 -45.848910
8.845162 0 265 -45.848910
8.846606 0 265 -45.848910
8.847964 0 265 -45.848910
8.849813 0 265 -45.848910
8.850955 0 265 -45.848910
8.852258 0 265 -45.848910
8.854649 0 265 -45.848910
8.856781 0 265 -45.848910
8.858191 0 265 -45.848910
8.860260 0 265 -45.848910
8.861896 0 265 -45.848910
8.864116 0 265 -45.848910
8.865791 0 265 -45.848910
8.866943 0 265 -45.848910
8.868297 0 265 -45.848910
8.870055 0 265 -45.848910
8.871189 0 265 -45.848910
8.872592 0 265 -45.848910
8.874898 0 265 -45.848910
8.876228 0 265 -45.848910
8.877652 0 265 -45.848910
8.878719 0 265 -45.848910
8.898334 0 265 -45.848910
8.900632 0 265 -45.848910
8.902026 0 265 -45.848910
8.904643 0 265 -45.848910
8.908053 0 265 -45.848910
8.928680 0 265 -45.848910
8.931339 0 265 -45.848910
8.933246 0 265 -45.848910
8.935387 0 265 -45.848910
8.937795 0 265 -45.848910
8.957825 0 265 -45.848910
8.960380 0 265 -45.848910
8.961768 0 265 -45.848910
8.963684 0 265 -45.848910
8.965716 0 265 -45.848910
8.966883 0 265 -45.848910
8.968845 0 265 -45.848910
8.970291 0 265 -45.848910
8.971913 0 265 -45.848910
8.974082 0 265 -45.848910
8.975999 0 265 -45.848910
8.977149 0 265 -45.848910
8.978906 0 265 -45.848910
8.980554 0 265 -45.848910
8.981942 0 265 -45.848910
8.983382 0 265 -45.848910
8.985650 0 265 -45.848910
8.986833 0 265 -45.848910
9.006207 0 265 -45.848910
9.008451 0 265 -45.848910
9.011109 0 265 -45.848910
9.012923 0 265 -45.848910
9.038041 0 265 -45.848910
9.040351 0 265 -45.848910
9.042349 0 265 -45.848910
9.044987 0 265 -45.848910
9.046411 0 265 -45.848910
9.047744 0 265 -45.848910
9.048899 0 265 -45.848910
9.050877 0 265 -45.848910
9.052198 0 265 -45.848910
9.054583 0 265 -45.848910
9.055920 0 265 -45.848910
9.057072 0 265 -45.848910
9.058434 0 265 -45.848910
9.061712 0 265 -45.848910
9.063263 0 265 -45.848910
9.065395 0 265 -45.848910
9.066822 0 265 -45.848910
9.068186 0 265 -45.848910
9.069347 0 265 -45.848910
9.071887 0 265 -45.848910
9.074093 0 265 -45.848910
9.075803 0 265 -45.848910
9.076968 0 265 -45.848910
9.078620 0 265 -45.848910
9.080189 0 265 -45.848910
9.082149 0 265 -45.848910
9.084171 0 265 -45.848910
9.085883 0 265 -45.848910
9.087031 0 265 -45.848910
9.088548 0 265 -45.848910
9.090192 0 265 -45.848910
9.092114 0 265 -45.848910
9.094507 0 265 -45.848910
9.095855 0 265 -45.848910
9.097020 0 265 -45.848910
9.098400 0 265 -45.848910
9.099917 0 265 -45.848910
9.101064 0 265 -45.848910
9.103065 0 265 -45.848910
9.105660 0 265 -45.848910
9.106862 0 265 -45.848910
9.108233 0 265 -45.848910
9.110069 0 265 -45.848910
9.130659 0 265 -45.848910
9.133267 0 265 -45.848910
9.136041 0 265 -45.848910
9.138133 0 265 -45.848910
9.139319 0 265 -45.848910
9.140733 0 265 -45.848910
9.142157 0 265 -45.848910
9.145118 0 265 -45.848910
9.146540 0 265 -45.848910
9.148414 0 265 -45.848910
9.149947 0 265 -45.848910
9.151102 0 265 -45.848910
9.152494 0 265 -45.848910
9.155010 0 265 -45.848910
9.156428 0 265 -45.848910
9.157769 0 265 -45.848910
9.158917 0 265 -45.848910
9.160349 0 265 -45.848910
9.162447 0 265 -45.848910
9.182023 0 265 -45.848910
9.186018 0 265 -45.848910
9.187182 0 265 -45.848910
9.189101 0 265 -45.848910
9.190541 0 265 -45.848910
9.191927 0 265 -45.848910
9.195158 0 265 -45.848910
9.196601 0 265 -45.848910
9.197953 0 265 -45.848910
9.199101 0 265 -45.848910
9.200922 0 265 -45.848910
9.202254 0 265 -45.848910
9.204924 0 265 -45.848910
9.206278 0 265 -45.848910
9.207734 0 265 -45.848910
9.208887 0 265 -45.848910
9.210323 0 265 -45.848910
9.211713 0 265 -45.848910
9.233085 0 265 -45.848910
9.236653 0 265 -45.848910
9.238519 0 265 -45.848910
9.240519 0 265 -45.848910
9.242209 0 265 -45.848910
9.261943 0 265 -45.848910
9.266133 0 265 -45.848910
9.267380 0 265 -45.848910
9.268953 0 265 -45.848910
9.270385 0 265 -45.848910
9.271753 0 265 -45.848910
9.291259 0 265 -45.848910
9.293245 0 265 -45.848910
9.295704 0 265 -45.848910
9.297126 0 265 -45.848910
9.298495 0 265 -45.848910
9.300304 0 265 -45.848910
9.301704 0 265 -45.848910
9.305018 0 265 -45.848910
9.306432 0 265 -45.848910
9.307775 0 265 -45.848910
9.308930 0 265 -45.848910
9.310359 0 265 -45.848910
9.311740 0 265 -45.848910
9.313376 0 265 -45.848910
9.316630 0 265 -45.848910
9.318039 0 265 -45.848910
9.319186 0 265 -45.848910
9.320607 0 265 -45.848910
9.321973 0 265 -45.848910
9.343182 0 265 -45.848910
9.346249 0 265 -45.848910
9.348181 0 265 -45.848910
9.349873 0 265 -45.848910
9.351042 0 265 -45.848910
9.352816 0 265 -45.848910
9.355320 0 265 -45.848910
9.356964 0 265 -45.848910
9.358339 0 265 -45.848910
9.359844 0 265 -45.848910
9.360997 0 265 -45.848910
9.362317 0 265 -45.848910
9.364938 0 265 -45.848910
9.367674 0 265 -45.848910
9.369143 0 265 -45.848910
9.370588 0 265 -45.848910
9.371974 0 265 -45.848910
9.373389 0 265 -45.848910
9.375652 0 265 -45.848910
9.377676 0 265 -45.848910
9.378842 0 265 -45.848910
9.380264 0 265 -45.848910
9.381406 0 265 -45.848910
9.383050 0 265 -45.848910
9.385157 0 265 -45.848910
9.386862 0 265 -45.848910
9.388247 0 265 -45.848910
9.390020 0 265 -45.848910
