call to Robot/MoveD
4.191403 0 265 -45.848910
4.193037 0 265 -45.848910
4.195165 0 265 -45.848910
4.199212 0 265 -45.848910
4.201991 0 265 -45.848910
4.204934 0 265 -45.848910
4.206278 0 265 -45.848910
4.207998 0 265 -45.848910
4.209821 0 265 -45.848910
4.212964 0 265 -45.848910
4.215159 0 265 -45.848910
4.216583 0 265 -45.848910
4.217931 0 265 -45.848910
4.219094 0 265 -45.848910
4.220525 0 265 -45.848910
4.222192 0 265 -45.848910
4.226539 0 265 -45.848910
4.227945 0 265 -45.848910
4.229934 0 265 -45.848910
4.231111 0 265 -45.848910
4.251124 0 265 -45.848910
4.253198 0 265 -45.848910
4.255318 0 265 -45.848910
4.257166 0 265 -45.848910
4.258545 0 265 -45.848910
4.260050 0 265 -45.848910
4.263332 0 265 -45.848910
4.265930 0 265 -45.848910
4.267103 0 265 -45.848910
4.268483 0 265 -45.848910
4.270012 0 265 -45.848910
4.271159 0 265 -45.848910
4.273016 0 265 -45.848910
4.275392 0 265 -45.848910
4.276809 0 265 -45.848910
4.278405 0 265 -45.848910
4.280214 0 265 -45.848910
4.282254 0 265 -45.848910
4.284751 0 265 -45.848910
4.286097 0 265 -45.848910
4.287244 0 265 -45.848910
4.288931 0 265 -45.848910
4.290376 0 265 -45.848910
4.291755 0 265 -45.848910
4.294592 0 265 -45.848910
4.296150 0 265 -45.848910
4.297943 0 265 -45.848910
4.299087 0 265 -45.848910
4.300722 0 265 -45.848910
4.302132 0 265 -45.848910
4.328396 0 265 -45.848910
4.330484 0 265 -45.848910
4.332146 0 265 -45.848910
4.334129 0 265 -45.848910
4.335993 0 265 -45.848910
4.338283 0 265 -45.848910
4.339820 0 265 -45.848910
4.340960 0 265 -45.848910
4.342576 0 265 -45.848910
4.345146 0 265 -45.848910
4.346558 0 265 -45.848910
4.348504 0 265 -45.848910
4.350009 0 265 -45.848910
4.351148 0 265 -45.848910
4.352557 0 265 -45.848910
4.354857 0 265 -45.848910
4.356544 0 265 -45.848910
4.358210 0 265 -45.848910
4.359949 0 265 -45.848910
4.361094 0 265 -45.848910
4.364605 0 265 -45.848910
4.366087 0 265 -45.848910
4.367240 0 265 -45.848910
4.369174 0 265 -45.848910
4.370603 0 265 -45.848910
4.371973 0 265 -45.848910
4.373394 0 265 -45.848910
4.375671 0 265 -45.848910
4.377112 0 265 -45.848910
4.378906 0 265 -45.848910
4.380359 0 265 -45.848910
4.381742 0 265 -45.848910
4.383295 0 265 -45.848910
4.385861 0 265 -45.848910
4.387036 0 265 -45.848910
4.406809 0 265 -45.848910
4.409120 0 265 -45.848910
4.410930 0 265 -45.848910
4.412243 0 265 -45.848910
4.415883 0 265 -45.848910
4.417066 0 265 -45.848910
4.438055 0 265 -45.848910
4.440659 0 265 -45.848910
4.442497 0 265 -45.848910
4.445202 0 265 -45.848910
4.446618 0 265 -45.848910
4.447976 0 265 -45.848910
4.449132 0 265 -45.848910
4.471691 0 265 -45.848910
4.474836 0 265 -45.848910
4.476685 0 265 -45.848910
4.478056 0 265 -45.848910
4.479205 0 265 -45.848910
4.480630 0 265 -45.848910
4.501047 0 265 -45.848910
4.503033 0 265 -45.848910
4.505717 0 265 -45.848910
4.506887 0 265 -45.848910
4.508287 0 265 -45.848910
4.510089 0 265 -45.848910
4.536647 0 265 -45.848910
4.538647 0 265 -45.848910
4.540428 0 265 -45.848910
4.542147 0 265 -45.848910
4.545169 0 265 -45.848910
4.546609 0 265 -45.848910
4.548195 0 265 -45.848910
4.550046 0 265 -45.848910
4.551174 0 265 -45.848910
4.552564 0 265 -45.848910
4.555330 0 265 -45.848910
4.556749 0 265 -45.848910
4.558120 0 265 -45.848910
4.559927 0 265 -45.848910
4.561392 0 265 -45.848910
4.563131 0 265 -45.848910
4.586825 0 265 -45.848910
4.589124 0 265 -45.848910
4.591697 0 265 -45.848910
4.593317 0 265 -45.848910
4.595382 0 265 -45.848910
4.597340 0 265 -45.848910
4.604661 0 265 -45.848910
4.606252 0 265 -45.848910
4.607699 0 265 -45.848910
4.608851 0 265 -45.848910
4.610568 0 265 -45.848910
4.611945 0 265 -45.848910
4.614652 0 265 -45.848910
4.615994 0 265 -45.848910
4.617154 0 265 -45.848910
4.618526 0 265 -45.848910
4.620624 0 265 -45.848910
4.622316 0 265 -45.848910
4.625017 0 265 -45.848910
4.626713 0 265 -45.848910
4.629193 0 265 -45.848910
4.631279 0 265 -45.848910
4.632852 0 265 -45.848910
4.635206 0 265 -45.848910
4.636768 0 265 -45.848910
4.638567 0 265 -45.848910
4.640088 0 265 -45.848910
4.643054 0 265 -45.848910
4.645182 0 265 -45.848910
4.646622 0 265 -45.848910
4.647977 0 265 -45.848910
4.649946 0 265 -45.848910
4.651374 0 265 -45.848910
4.652935 0 265 -45.848910
4.655052 0 265 -45.848910
4.656749 0 265 -45.848910
4.658127 0 265 -45.848910
4.660482 0 265 -45.848910
4.662559 0 265 -45.848910
4.665110 0 265 -45.848910
4.666552 0 265 -45.848910
4.667888 0 265 -45.848910
4.669041 0 265 -45.848910
4.670775 0 265 -45.848910
4.672488 0 265 -45.848910
4.674790 0 265 -45.848910
4.676495 0 265 -45.848910
4.677869 0 265 -45.848910
4.679321 0 265 -45.848910
4.680752 0 265 -45.848910
4.701793 0 265 -45.848910
4.704898 0 265 -45.848910
4.706493 0 265 -45.848910
4.707843 0 265 -45.848910
4.709281 0 265 -45.848910
4.710992 0 265 -45.848910
4.712301 0 265 -45.848910
4.733182 0 265 -45.848910
4.737684 0 265 -45.848910
4.738900 0 265 -45.848910
4.740591 0 265 -45.848910
4.742190 0 265 -45.848910
4.764049 0 265 -45.848910
4.766471 0 265 -45.848910
4.768051 0 265 -45.848910
4.769220 0 265 -45.848910
4.770644 0 265 -45.848910
4.772290 0 265 -45.848910
4.775217 0 265 -45.848910
4.776856 0 265 -45.848910
4.778238 0 265 -45.848910
4.779742 0 265 -45.848910
4.781189 0 265 -45.848910
4.782587 0 265 -45.848910
4.785110 0 265 -45.848910
4.786531 0 265 -45.848910
4.787885 0 265 -45.848910
4.789286 0 265 -45.848910
4.791049 0 265 -45.848910
4.792896 0 265 -45.848910
4.818135 0 265 -45.848910
4.820011 0 265 -45.848910
4.821876 0 265 -45.848910
4.823299 0 265 -45.848910
4.826174 0 265 -45.848910
4.827410 0 265 -45.848910
4.830712 0 265 -45.848910
4.833320 0 265 -45.848910
4.836059 0 265 -45.848910
4.838886 0 265 -45.848910
4.840340 0 265 -45.848910
4.841734 0 265 -45.848910
4.843086 0 265 -45.848910
4.846275 0 265 -45.848910
4.848314 0 265 -45.848910
4.850091 0 265 -45.848910
4.851242 0 265 -45.848910
4.852812 0 265 -45.848910
4.854933 0 265 -45.848910
4.856258 0 265 -45.848910
4.858482 0 265 -45.848910
4.860021 0 265 -45.848910
4.861710 0 265 -45.848910
4.863233 0 265 -45.848910
4.865358 0 265 -45.848910
4.866766 0 265 -45.848910
4.868337 0 265 -45.848910
4.870188 0 265 -45.848910
4.871350 0 265 -45.848910
4.872909 0 265 -45.848910
4.875007 0 265 -45.848910
4.876414 0 265 -45.848910
4.877747 0 265 -45.848910
4.880084 0 265 -45.848910
4.881254 0 265 -45.848910
4.882824 0 265 -45.848910
4.884969 0 265 -45.848910
4.886388 0 265 -45.848910
4.887735 0 265 -45.848910
4.889809 0 265 -45.848910
4.891235 0 265 -45.848910
4.892807 0 265 -45.848910
4.894941 0 265 -45.848910
4.897186 0 265 -45.848910
4.916262 0 265 -45.848910
4.918471 0 265 -45.848910
4.920240 0 265 -45.848910
4.921393 0 265 -45.848910
4.923645 0 265 -45.848910
4.925687 0 265 -45.848910
4.926867 0 265 -45.848910
4.952521 0 265 -45.848910
4.955806 0 265 -45.848910
4.956976 0 265 -45.848910
4.959100 0 265 -45.848910
4.960581 0 265 -45.848910
4.962238 0 265 -45.848910
4.965226 0 265 -45.848910
4.966630 0 265 -45.848910
4.968311 0 265 -45.848910
4.969837 0 265 -45.848910
4.970975 0 265 -45.848910
4.972293 0 265 -45.848910
4.974914 0 265 -45.848910
4.976244 0 265 -45.848910
4.977677 0 265 -45.848910
4.978835 0 265 -45.848910
4.980712 0 265 -45.848910
4.982137 0 265 -45.848910
5.008139 0 265 -45.848910
5.015014 0 265 -45.848910
5.016576 0 265 -45.848910
5.018707 0 265 -45.848910
5.020459 0 265 -45.848910
5.021882 0 265 -45.848910
5.024140 0 265 -45.848910
5.025244 0 265 -45.848910
5.046978 0 265 -45.848910
5.052284 0 265 -45.848910
5.055059 0 265 -45.848910
5.056480 0 265 -45.848910
5.057834 0 265 -45.848910
5.076400 0 265 -45.848910
5.079231 0 265 -45.848910
5.080941 0 265 -45.848910
5.082275 0 265 -45.848910
5.084932 0 265 -45.848910
5.086276 0 265 -45.848910
5.087955 0 265 -45.848910
5.090441 0 265 -45.848910
5.091843 0 265 -45.848910
5.093247 0 265 -45.848910
5.095296 0 265 -45.848910
5.096698 0 265 -45.848910
5.098280 0 265 -45.848910
5.100943 0 265 -45.848910
5.102270 0 265 -45.848910
5.104869 0 265 -45.848910
5.106186 0 265 -45.848910
5.107639 0 265 -45.848910
5.109293 0 265 -45.848910
5.110751 0 265 -45.848910
5.112462 0 265 -45.848910
5.114776 0 265 -45.848910
5.116112 0 265 -45.848910
5.117254 0 265 -45.848910
5.118628 0 265 -45.848910
5.120407 0 265 -45.848910
5.121786 0 265 -45.848910
5.123111 0 265 -45.848910
5.125283 0 265 -45.848910
5.126955 0 265 -45.848910
5.128327 0 265 -45.848910
5.130729 0 265 -45.848910
5.132156 0 265 -45.848910
5.134791 0 265 -45.848910
5.136376 0 265 -45.848910
5.138225 0 265 -45.848910
5.139975 0 265 -45.848910
5.141891 0 265 -45.848910
5.143373 0 265 -45.848910
5.145408 0 265 -45.848910
5.146833 0 265 -45.848910
5.148198 0 265 -45.848910
5.151781 0 265 -45.848910
5.154666 0 265 -45.848910
5.156234 0 265 -45.848910
5.157716 0 265 -45.848910
5.158871 0 265 -45.848910
5.160290 0 265 -45.848910
5.162272 0 265 -45.848910
5.164876 0 265 -45.848910
5.166196 0 265 -45.848910
5.167632 0 265 -45.848910
5.168710 0 265 -45.848910
5.170222 0 265 -45.848910
5.171356 0 265 -45.848910
5.191819 0 265 -45.848910
5.217229 0 265 -45.848910
5.220103 0 265 -45.848910
5.222100 0 265 -45.848910
5.225326 0 265 -45.848910
5.226747 0 265 -45.848910
5.228117 0 265 -45.848910
5.230659 0 265 -45.848910
5.232344 0 265 -45.848910
5.234807 0 265 -45.848910
5.236589 0 265 -45.848910
5.238418 0 265 -45.848910
5.240531 0 265 -45.848910
5.241920 0 265 -45.848910
5.243367 0 265 -45.848910
5.245903 0 265 -45.848910
5.247054 0 265 -45.848910
5.248413 0 265 -45.848910
5.249925 0 265 -45.848910
5.253124 0 265 -45.848910
5.255728 0 265 -45.848910
5.256894 0 265 -45.848910
5.258269 0 265 -45.848910
5.259774 0 265 -45.848910
5.261160 0 265 -45.848910
5.262994 0 265 -45.848910
5.265131 0 265 -45.848910
5.266864 0 265 -45.848910
5.268245 0 265 -45.848910
5.269997 0 265 -45.848910
5.273075 0 265 -45.848910
5.275200 0 265 -45.848910
5.276614 0 265 -45.848910
5.277971 0 265 -45.848910
5.279121 0 265 -45.848910
5.280546 0 265 -45.848910
5.282583 0 265 -45.848910
5.285123 0 265 -45.848910
5.286547 0 265 -45.848910
5.288168 0 265 -45.848910
5.289939 0 265 -45.848910
5.291091 0 265 -45.848910
5.294155 0 265 -45.848910
5.295875 0 265 -45.848910
5.297039 0 265 -45.848910
5.298682 0 265 -45.848910
5.300231 0 265 -45.848910
5.301387 0 265 -45.848910
5.303218 0 265 -45.848910
5.305332 0 265 -45.848910
5.306751 0 265 -45.848910
5.308120 0 265 -45.848910
5.309306 0 265 -45.848910
5.311127 0 265 -45.848910
5.312511 0 265 -45.848910
5.334568 0 265 -45.848910
5.336786 0 265 -45.848910
5.339039 0 265 -45.848910
5.340489 0 265 -45.848910
5.342168 0 265 -45.848910
5.345204 0 265 -45.848910
5.346621 0 265 -45.848910
5.347969 0 265 -45.848910
5.349120 0 265 -45.848910
5.350552 0 265 -45.848910
5.352943 0 265 -45.848910
5.355899 0 265 -45.848910
5.357097 0 265 -45.848910
5.358703 0 265 -45.848910
5.360237 0 265 -45.848910
5.361376 0 265 -45.848910
5.362924 0 265 -45.848910
5.386419 0 265 -45.848910
5.390080 0 265 -45.848910
5.391250 0 265 -45.848910
5.393240 0 265 -45.848910
5.395653 0 265 -45.848910
5.396846 0 265 -45.848910
5.399800 0 265 -45.848910
5.404304 0 265 -45.848910
5.407060 0 265 -45.848910
5.408500 0 265 -45.848910
5.410380 0 265 -45.848910
5.411754 0 265 -45.848910
5.413244 0 265 -45.848910
5.415895 0 265 -45.848910
5.417061 0 265 -45.848910
5.418420 0 265 -45.848910
5.420889 0 265 -45.848910
5.422200 0 265 -45.848910
5.425754 0 265 -45.848910
5.426933 0 265 -45.848910
5.428292 0 265 -45.848910
5.430227 0 265 -45.848910
5.431387 0 265 -45.848910
5.433087 0 265 -45.848910
5.435275 0 265 -45.848910
5.436856 0 265 -45.848910
5.438839 0 265 -45.848910
5.461099 0 265 -45.848910
5.465033 0 265 -45.848910
5.466831 0 265 -45.848910
5.468218 0 265 -45.848910
5.469718 0 265 -45.848910
5.470880 0 265 -45.848910
5.473309 0 265 -45.848910
5.476427 0 265 -45.848910
5.477792 0 265 -45.848910
5.478950 0 265 -45.848910
5.480380 0 265 -45.848910
5.481750 0 265 -45.848910
5.484020 0 265 -45.848910
5.486005 0 265 -45.848910
5.487738 0 265 -45.848910
5.489162 0 265 -45.848910
5.490596 0 265 -45.848910
5.491993 0 265 -45.848910
5.512067 0 265 -45.848910
5.514763 0 265 -45.848910
5.516106 0 265 -45.848910
5.517839 0 265 -45.848910
5.518993 0 265 -45.848910
5.520669 0 265 -45.848910
5.523017 0 265 -45.848910
5.526193 0 265 -45.848910
5.527691 0 265 -45.848910
5.528863 0 265 -45.848910
5.531022 0 265 -45.848910
5.532345 0 265 -45.848910
5.534991 0 265 -45.848910
5.536580 0 265 -45.848910
5.538394 0 265 -45.848910
5.539928 0 265 -45.848910
5.541070 0 265 -45.848910
5.544100 0 265 -45.848910
5.546049 0 265 -45.848910
5.547200 0 265 -45.848910
5.548849 0 265 -45.848910
5.550277 0 265 -45.848910
5.551950 0 265 -45.848910
5.555986 0 265 -45.848910
5.557187 0 265 -45.848910
5.558577 0 265 -45.848910
5.560063 0 265 -45.848910
5.561210 0 265 -45.848910
5.563048 0 265 -45.848910
5.566151 0 265 -45.848910
5.567404 0 265 -45.848910
5.568681 0 265 -45.848910
5.570214 0 265 -45.848910
5.571384 0 265 -45.848910
5.572933 0 265 -45.848910
5.575801 0 265 -45.848910
5.578117 0 265 -45.848910
5.579311 0 265 -45.848910
5.580756 0 265 -45.848910
5.582150 0 265 -45.848910
5.584731 0 265 -45.848910
5.586728 0 265 -45.848910
5.588622 0 265 -45.848910
5.590224 0 265 -45.848910
5.591375 0 265 -45.848910
5.593073 0 265 -45.848910
5.595196 0 265 -45.848910
5.597192 0 265 -45.848910
5.598570 0 265 -45.848910
5.600347 0 265 -45.848910
5.601741 0 265 -45.848910
5.603381 0 265 -45.848910
5.605651 0 265 -45.848910
5.607664 0 265 -45.848910
5.608825 0 265 -45.848910
5.610244 0 265 -45.848910
5.611382 0 265 -45.848910
5.612930 0 265 -45.848910
5.615006 0 265 -45.848910
5.618278 0 265 -45.848910
5.620108 0 265 -45.848910
5.621254 0 265 -45.848910
5.622850 0 265 -45.848910
5.625177 0 265 -45.848910
5.626595 0 265 -45.848910
5.630074 0 265 -45.848910
5.631229 0 265 -45.848910
5.633026 0 265 -45.848910
5.635170 0 265 -45.848910
5.637744 0 265 -45.848910
5.638920 0 265 -45.848910
5.640365 0 265 -45.848910
5.642023 0 265 -45.848910
5.644645 0 265 -45.848910
5.646249 0 265 -45.848910
5.666601 0 265 -45.848910
5.672494 0 265 -45.848910
5.696806 0 265 -45.848910
5.698432 0 265 -45.848910
5.699958 0 265 -45.848910
5.702153 0 265 -45.848910
5.704754 0 265 -45.848910
5.724614 0 265 -45.848910
5.726566 0 265 -45.848910
5.728188 0 265 -45.848910
5.731287 0 265 -45.848910
5.732874 0 265 -45.848910
5.734979 0 265 -45.848910
5.737761 0 265 -45.848910
5.738968 0 265 -45.848910
5.740397 0 265 -45.848910
5.741764 0 265 -45.848910
5.743099 0 265 -45.848910
5.745254 0 265 -45.848910
5.746915 0 265 -45.848910
5.748305 0 265 -45.848910
5.750148 0 265 -45.848910
5.751818 0 265 -45.848910
5.753236 0 265 -45.848910
5.755279 0 265 -45.848910
5.775812 0 265 -45.848910
5.778133 0 265 -45.848910
5.779940 0 265 -45.848910
5.782487 0 265 -45.848910
5.784792 0 265 -45.848910
5.786148 0 265 -45.848910
5.808957 0 265 -45.848910
5.812327 0 265 -45.848910
5.814632 0 265 -45.848910
5.817009 0 265 -45.848910
5.818613 0 265 -45.848910
5.821229 0 265 -45.848910
5.823079 0 265 -45.848910
5.825225 0 265 -45.848910
5.826675 0 265 -45.848910
5.828254 0 265 -45.848910
5.830254 0 265 -45.848910
5.832512 0 265 -45.848910
5.834981 0 265 -45.848910
5.836569 0 265 -45.848910
5.838531 0 265 -45.848910
5.858480 0 265 -45.848910
5.860473 0 265 -45.848910
5.862500 0 265 -45.848910
5.865078 0 265 -45.848910
5.866503 0 265 -45.848910
5.867862 0 265 -45.848910
5.869020 0 265 -45.848910
5.872248 0 265 -45.848910
5.874690 0 265 -45.848910
5.876009 0 265 -45.848910
5.877160 0 265 -45.848910
5.878519 0 265 -45.848910
5.880017 0 265 -45.848910
5.881730 0 265 -45.848910
5.885287 0 265 -45.848910
5.886702 0 265 -45.848910
5.888076 0 265 -45.848910
5.889834 0 265 -45.848910
5.891862 0 265 -45.848910
5.893288 0 265 -45.848910
5.895325 0 265 -45.848910
5.896752 0 265 -45.848910
5.898121 0 265 -45.848910
5.899295 0 265 -45.848910
5.901397 0 265 -45.848910
5.903244 0 265 -45.848910
5.905286 0 265 -45.848910
5.906953 0 265 -45.848910
5.908310 0 265 -45.848910
5.909826 0 265 -45.848910
5.910975 0 265 -45.848910
5.930956 0 265 -45.848910
5.932836 0 265 -45.848910
5.936482 0 265 -45.848910
5.938222 0 265 -45.848910
5.940089 0 265 -45.848910
5.942005 0 265 -45.848910
5.944586 0 265 -45.848910
5.945925 0 265 -45.848910
5.947082 0 265 -45.848910
5.948447 0 265 -45.848910
5.950201 0 265 -45.848910
5.951875 0 265 -45.848910
5.953324 0 265 -45.848910
5.955386 0 265 -45.848910
5.956777 0 265 -45.848910
5.958142 0 265 -45.848910
5.959316 0 265 -45.848910
5.960744 0 265 -45.848910
5.962944 0 265 -45.848910
5.965143 0 265 -45.848910
5.966557 0 265 -45.848910
5.967903 0 265 -45.848910
5.969055 0 265 -45.848910
5.970496 0 265 -45.848910
5.974802 0 265 -45.848910
5.976189 0 265 -45.848910
5.977850 0 265 -45.848910
5.979019 0 265 -45.848910
5.980455 0 265 -45.848910
5.981848 0 265 -45.848910
5.985685 0 265 -45.848910
5.986891 0 265 -45.848910
5.988279 0 265 -45.848910
5.990371 0 265 -45.848910
5.992059 0 265 -45.848910
5.995281 0 265 -45.848910
5.996705 0 265 -45.848910
5.998083 0 265 -45.848910
5.999227 0 265 -45.848910
6.001015 0 265 -45.848910
6.002325 0 265 -45.848910
6.005155 0 265 -45.848910
6.006583 0 265 -45.848910
6.007925 0 265 -45.848910
6.009079 0 265 -45.848910
6.010508 0 265 -45.848910
6.011870 0 265 -45.848910
6.013284 0 265 -45.848910
6.016412 0 265 -45.848910
6.017780 0 265 -45.848910
6.018935 0 265 -45.848910
6.020362 0 265 -45.848910
6.021738 0 265 -45.848910
6.023082 0 265 -45.848910
6.025749 0 265 -45.848910
6.026911 0 265 -45.848910
6.028276 0 265 -45.848910
6.030021 0 265 -45.848910
6.031389 0 265 -45.848910
6.032943 0 265 -45.848910
6.054780 0 265 -45.848910
6.056518 0 265 -45.848910
6.058125 0 265 -45.848910
6.059317 0 265 -45.848910
6.061360 0 265 -45.848910
6.063132 0 265 -45.848910
6.065303 0 265 -45.848910
6.067171 0 265 -45.848910
6.068542 0 265 -45.848910
6.070055 0 265 -45.848910
6.071191 0 265 -45.848910
6.074715 0 265 -45.848910
6.076434 0 265 -45.848910
6.077815 0 265 -45.848910
6.078970 0 265 -45.848910
6.080384 0 265 -45.848910
6.081758 0 265 -45.848910
6.084051 0 265 -45.848910
6.085769 0 265 -45.848910
6.088906 0 265 -45.848910
6.090377 0 265 -45.848910
6.092150 0 265 -45.848910
6.094144 0 265 -45.848910
6.095861 0 265 -45.848910
6.097397 0 265 -45.848910
6.098708 0 265 -45.848910
6.100517 0 265 -45.848910
6.101910 0 265 -45.848910
6.103370 0 265 -45.848910
6.106068 0 265 -45.848910
6.124962 0 265 -45.848910
6.127173 0 265 -45.848910
6.128929 0 265 -45.848910
6.130944 0 265 -45.848910
6.132272 0 265 -45.848910
6.134706 0 265 -45.848910
6.155319 0 265 -45.848910
6.157379 0 265 -45.848910
6.159035 0 265 -45.848910
6.160491 0 265 -45.848910
6.162175 0 265 -45.848910
6.164552 0 265 -45.848910
6.165899 0 265 -45.848910
6.167849 0 265 -45.848910
6.169025 0 265 -45.848910
6.170762 0 265 -45.848910
6.172171 0 265 -45.848910
6.175760 0 265 -45.848910
6.177239 0 265 -45.848910
6.178605 0 265 -45.848910
6.180125 0 265 -45.848910
6.181261 0 265 -45.848910
6.183002 0 265 -45.848910
6.185160 0 265 -45.848910
6.186585 0 265 -45.848910
6.190328 0 265 -45.848910
6.191762 0 265 -45.848910
6.194056 0 265 -45.848910
6.195787 0 265 -45.848910
6.196945 0 265 -45.848910
6.198516 0 265 -45.848910
6.200254 0 265 -45.848910
6.201953 0 265 -45.848910
6.206914 0 265 -45.848910
6.228275 0 265 -45.848910
6.230203 0 265 -45.848910
6.231389 0 265 -45.848910
6.233263 0 265 -45.848910
6.235408 0 265 -45.848910
6.237808 0 265 -45.848910
6.240560 0 265 -45.848910
6.242286 0 265 -45.848910
6.244931 0 265 -45.848910
6.246277 0 265 -45.848910
6.247725 0 265 -45.848910
6.249184 0 265 -45.848910
6.250608 0 265 -45.848910
6.251982 0 265 -45.848910
6.253405 0 265 -45.848910
6.255672 0 265 -45.848910
6.256854 0 265 -45.848910
6.258218 0 265 -45.848910
6.260594 0 265 -45.848910
6.261983 0 265 -45.848910
6.263410 0 265 -45.848910
6.265685 0 265 -45.848910
6.266863 0 265 -45.848910
6.268277 0 265 -45.848910
6.270020 0 265 -45.848910
6.271169 0 265 -45.848910
6.272558 0 265 -45.848910
6.276098 0 265 -45.848910
6.277381 0 265 -45.848910
6.278964 0 265 -45.848910
6.281369 0 265 -45.848910
6.282944 0 265 -45.848910
6.285119 0 265 -45.848910
6.286526 0 265 -45.848910
6.287873 0 265 -45.848910
6.289294 0 265 -45.848910
6.292070 0 265 -45.848910
6.294112 0 265 -45.848910
6.295804 0 265 -45.848910
6.296971 0 265 -45.848910
6.298337 0 265 -45.848910
6.299868 0 265 -45.848910
6.302145 0 265 -45.848910
6.304972 0 265 -45.848910
6.306403 0 265 -45.848910
6.307756 0 265 -45.848910
6.308912 0 265 -45.848910
6.310358 0 265 -45.848910
6.312022 0 265 -45.848910
6.313684 0 265 -45.848910
6.315726 0 265 -45.848910
6.316894 0 265 -45.848910
6.318269 0 265 -45.848910
6.319804 0 265 -45.848910
6.320964 0 265 -45.848910
6.323119 0 265 -45.848910
6.325808 0 265 -45.848910
6.326985 0 265 -45.848910
6.328361 0 265 -45.848910
6.330090 0 265 -45.848910
6.331242 0 265 -45.848910
6.333398 0 265 -45.848910
6.335671 0 265 -45.848910
6.337006 0 265 -45.848910
6.338918 0 265 -45.848910
6.340363 0 265 -45.848910
6.343656 0 265 -45.848910
6.346049 0 265 -45.848910
6.348124 0 265 -45.848910
6.349327 0 265 -45.848910
6.350752 0 265 -45.848910
6.352160 0 265 -45.848910
6.354799 0 265 -45.848910
6.356161 0 265 -45.848910
6.357380 0 265 -45.848910
6.358649 0 265 -45.848910
6.360196 0 265 -45.848910
6.361349 0 265 -45.848910
6.381777 0 265 -45.848910
6.385118 0 265 -45.848910
6.386750 0 265 -45.848910
6.388132 0 265 -45.848910
6.390116 0 265 -45.848910
6.391825 0 265 -45.848910
6.395744 0 265 -45.848910
6.396914 0 265 -45.848910
6.398290 0 265 -45.848910
6.399813 0 265 -45.848910
6.401253 0 265 -45.848910
6.402851 0 265 -45.848910
6.405328 0 265 -45.848910
6.406747 0 265 -45.848910
6.408325 0 265 -45.848910
6.409834 0 265 -45.848910
6.410984 0 265 -45.848910
6.412302 0 265 -45.848910
6.415353 0 265 -45.848910
6.418430 0 265 -45.848910
6.420044 0 265 -45.848910
6.421192 0 265 -45.848910
6.422590 0 265 -45.848910
6.425116 0 265 -45.848910
6.426730 0 265 -45.848910
6.428150 0 265 -45.848910
6.429882 0 265 -45.848910
6.431063 0 265 -45.848910
6.432457 0 265 -45.848910
6.434758 0 265 -45.848910
6.458189 0 265 -45.848910
6.460751 0 265 -45.848910
6.462542 0 265 -45.848910
6.465054 0 265 -45.848910
6.466483 0 265 -45.848910
6.467828 0 265 -45.848910
6.468990 0 265 -45.848910
6.471045 0 265 -45.848910
6.472447 0 265 -45.848910
6.474761 0 265 -45.848910
6.478714 0 265 -45.848910
6.481147 0 265 -45.848910
6.482608 0 265 -45.848910
6.485141 0 265 -45.848910
6.486567 0 265 -45.848910
6.487945 0 265 -45.848910
6.489940 0 265 -45.848910
6.491945 0 265 -45.848910
6.493390 0 265 -45.848910
6.496541 0 265 -45.848910
6.497902 0 265 -45.848910
6.499066 0 265 -45.848910
6.500865 0 265 -45.848910
6.503121 0 265 -45.848910
6.505294 0 265 -45.848910
6.506711 0 265 -45.848910
6.508112 0 265 -45.848910
6.509286 0 265 -45.848910
6.510726 0 265 -45.848910
6.512937 0 265 -45.848910
6.515113 0 265 -45.848910
6.516531 0 265 -45.848910
6.517872 0 265 -45.848910
6.519249 0 265 -45.848910
6.520695 0 265 -45.848910
6.522498 0 265 -45.848910
6.525118 0 265 -45.848910
6.526545 0 265 -45.848910
6.527893 0 265 -45.848910
6.529042 0 265 -45.848910
6.530710 0 265 -45.848910
6.532138 0 265 -45.848910
6.535073 0 265 -45.848910
6.536674 0 265 -45.848910
6.538549 0 265 -45.848910
6.540080 0 265 -45.848910
6.541218 0 265 -45.848910
6.542607 0 265 -45.848910
6.546813 0 265 -45.848910
6.548219 0 265 -45.848910
6.549712 0 265 -45.848910
6.550869 0 265 -45.848910
6.552175 0 265 -45.848910
6.571059 0 265 -45.848910
6.573383 0 265 -45.848910
6.575880 0 265 -45.848910
6.577045 0 265 -45.848910
6.579768 0 265 -45.848910
6.581187 0 265 -45.848910
6.582822 0 265 -45.848910
6.585751 0 265 -45.848910
6.586917 0 265 -45.848910
6.588297 0 265 -45.848910
6.590320 0 265 -45.848910
6.591718 0 265 -45.848910
6.593065 0 265 -45.848910
6.595725 0 265 -45.848910
6.598396 0 265 -45.848910
6.599924 0 265 -45.848910
6.601374 0 265 -45.848910
6.603153 0 265 -45.848910
6.627182 0 265 -45.848910
6.629256 0 265 -45.848910
6.633222 0 265 -45.848910
6.634850 0 265 -45.848910
6.657086 0 265 -45.848910
6.660945 0 265 -45.848910
6.662280 0 265 -45.848910
6.665159 0 265 -45.848910
6.666786 0 265 -45.848910
6.668163 0 265 -45.848910
6.690165 0 265 -45.848910
6.691873 0 265 -45.848910
6.693328 0 265 -45.848910
6.695771 0 265 -45.848910
6.696929 0 265 -45.848910
6.699159 0 265 -45.848910
6.702060 0 265 -45.848910
