call to Robot/MoveCC
25.780732 -1 1760 1159.627690
25.902353 -1 1760 1145.033245
26.025690 -1 1760 1130.232830
26.145863 -1 1760 1115.812010
26.265207 -1 1760 1101.490770
26.382163 -1 1760 1087.456030
26.500713 -1 1760 1073.229995
26.620466 -1 1760 1058.859710
26.735990 -1 1760 1044.996730
26.855995 -1 1760 1030.596180
26.976376 -1 1760 1016.150505
27.096079 -1 1760 1001.786055
27.212293 -1 1760 987.840455
27.325976 -1 1760 974.198440
27.442563 -1 1760 960.207985
27.558492 -1 1760 946.296600
27.677374 -1 1760 932.030735
27.796389 -1 1760 917.748865
27.915352 -1 1760 903.473355
28.029452 -1 1760 889.781360
28.155644 -1 1760 874.638260
28.268628 -1 1760 861.080215
28.385988 -1 1760 846.997025
28.506045 -1 1760 832.590230
28.623718 -1 1760 818.469455
28.745829 -1 1760 803.816120
28.858737 -1 1760 790.267190
28.980688 -1 1760 775.633020
29.100547 -1 1760 761.249995
29.221147 -1 1760 746.777950
29.338743 -1 1760 732.666425
29.461411 -1 1760 717.946280
29.580762 -1 1760 703.624160
29.702152 -1 1760 689.057390
29.825622 -1 1760 674.240975
29.938545 -1 1760 660.690230
30.055872 -1 1760 646.610995
30.172138 -1 1760 632.659030
30.295534 -1 1760 617.851505
30.412465 -1 1760 603.819800
30.532684 -1 1760 589.393450
30.652642 -1 1760 574.998550
30.772007 -1 1760 560.674760
30.892405 -1 1760 546.226955
31.012226 -1 1760 531.848500
31.128647 -1 1760 517.877965
31.246363 -1 1760 503.752010
31.366153 -1 1760 489.377195
31.482394 -1 1760 475.428335
31.601616 -1 1760 461.121615
31.716008 -1 1760 447.394625
31.836005 -1 1760 432.994960
31.955319 -1 49 418.677355
31.985630 -1 49 415.039945
32.016286 -1 49 411.361250
32.050229 -1 49 407.288085
32.086211 -2 49 370.811370
32.126743 -2 49 361.083780
32.162138 -3 49 320.465155
32.198695 -5 49 242.917955
32.232617 -6 86 190.529215
32.282449 -8 1752 88.670265
32.318689 -9 1755 21.705465
32.348221 -10 1761 -41.960968
32.386505 -11 1763 -120.198650
32.420570 -11 1770 -165.165001
32.460117 -11 1775 -217.366435
32.585418 -10 1777 -345.246535
32.702557 -10 1777 -485.813185
32.828108 -10 1777 -636.473635
32.948525 -10 1777 -780.974885
33.068720 -10 1777 -925.207885
33.192682 -10 1777 -1073.963285
33.316211 -10 1777 -1222.198085
33.440612 -10 1777 -1371.479135
33.556050 -10 1777 -1510.004686
33.679173 -10 1777 -1657.751935
33.800566 -10 1778 -1803.423736
33.925886 -10 1778 -1953.807185
34.041414 -10 1778 -2092.441336
34.162426 -10 1778 -2237.655085
34.285295 -10 1778 -2385.098285
34.406029 -10 1778 -2529.979585
34.526377 -10 1778 -2674.397285
34.646483 -10 1778 -2818.523435
34.768503 -10 1778 -2964.948085
34.888748 -10 1777 -3109.242185
35.009927 -10 1777 -3254.656786
35.135220 -10 1778 -3405.008586
35.252683 -10 1777 -3545.963485
35.372598 -10 1778 -3689.862085
35.490686 -10 1777 -3831.567235
35.612612 -10 1778 -3977.878486
35.738312 -10 1778 -4128.718435
35.858464 -10 1778 -4272.901086
35.980498 -10 1778 -4419.341586
36.100453 -10 1778 -4563.287935
36.218260 -10 1778 -4704.656136
36.336269 -10 1778 -4846.267686
36.452586 -10 2550 -4985.847286
36.487916 -10 2550 -5028.243486
36.518506 -10 2550 -5064.951186
36.556284 -10 55 -5110.284736
36.596075 -10 49 -5158.034836
36.632073 -9 44 -5169.071891
36.667985 -8 40 -5175.702810
36.711495 -7 50 -5184.861099
36.751699 -6 50 -5186.220478
36.787767 -4 46 -5147.861328
36.820703 -2 44 -5099.718228
36.860200 2 58 -4979.718228
36.901503 5 58 -4872.370899
36.932420 7 58 -4790.110898
36.966537 10 58 -4665.311346
37.002674 13 58 -4525.442459
37.041672 15 58 -4399.924628
37.078092 17 506 -4269.999589
37.117898 21 326 -4059.240769
37.151855 23 321 -3909.593959
37.181993 26 519 -3730.988850
37.226490 29 321 -3494.150262
37.263666 31 308 -3300.314264
37.296505 34 334 -3082.244438
37.339687 37 321 -2808.287699
37.368686 39 321 -2616.053208
37.405312 41 321 -2380.246809
37.436401 44 321 -2131.693333
37.472242 47 326 -1846.000561
37.516727 49 321 -1529.767681
37.552003 53 326 -1193.879075
37.588282 56 326 -866.616050
37.628654 59 321 -498.050395
37.667900 61 374 -155.477395
37.702056 64 355 190.689477
