call to Robot/MoveCC
8.285841 0 899 -0.892058
8.298249 0 899 -0.892058
8.310708 0 901 -0.892058
8.355873 0 901 -0.892058
8.368737 0 887 -0.892058
8.378079 0 887 -0.892058
8.388292 0 901 -0.892058
8.404149 0 901 -0.892058
8.442973 0 907 -0.892058
8.454568 0 907 -0.892058
8.467517 0 913 -0.892058
8.478466 0 913 -0.892058
8.489884 0 913 -0.892058
8.505698 0 915 -0.892058
8.522593 0 917 -0.892058
8.560237 0 917 -0.892058
8.579391 0 923 -0.892058
8.618115 0 925 -0.892058
8.629852 0 929 -0.892058
8.661597 0 933 -0.892058
8.676617 0 933 -0.892058
8.690182 0 933 -0.892058
8.726654 0 916 -0.892058
8.738497 0 916 -0.892058
8.750256 0 916 -0.892058
8.768515 0 943 -0.892058
8.800078 0 933 -0.892058
8.836188 0 947 -0.892058
8.870368 0 945 -0.892058
8.884060 0 951 -0.892058
8.894454 0 951 -0.892058
8.904468 0 951 -0.892058
8.920503 0 954 -0.892058
8.964369 0 964 -0.892058
8.997662 0 963 -0.892058
9.041784 0 972 -0.892058
9.056568 0 972 -0.892058
9.067764 0 976 -0.892058
9.079501 0 976 -0.892058
9.090600 0 976 -0.892058
9.154379 0 984 -0.892058
9.165858 0 984 -0.892058
9.179815 0 982 -0.892058
9.194727 1 982 19.853508
9.209349 1 986 21.315721
9.221709 1 986 22.551700
9.255902 1 986 25.971054
9.269603 1 986 27.341154
9.287122 1 986 29.093071
9.299565 1 986 30.337363
9.310213 1 992 31.402121
call to Robot/Rotate
