call to Robot/MoveCC
5.968094 -1 617 -3.144248
5.982233 -1 617 -4.558177
6.001548 0 624 14.476090
6.017604 0 626 14.476090
6.028931 -1 626 -6.090258
6.041127 -1 626 -7.309896
6.082088 -1 630 -11.406004
6.117673 -1 634 -14.964479
6.158292 -1 645 -19.026442
6.174697 0 645 0.153338
6.209612 0 649 0.153338
6.221469 0 649 0.153338
6.237121 0 649 0.153338
6.278263 0 653 0.153338
6.294267 0 658 0.153338
6.327574 0 653 0.153338
6.364960 0 666 0.153338
6.425223 0 666 0.153338
6.437535 0 672 0.153338
6.448116 0 672 0.153338
6.484061 0 670 0.153338
6.499282 0 680 0.153338
6.534717 0 687 0.153338
6.546160 0 687 0.153338
6.556900 0 685 0.153338
6.591165 0 689 0.153338
6.626855 0 689 0.153338
6.690122 0 697 0.153338
6.706113 0 697 0.153338
6.768064 0 706 0.153338
6.808136 0 720 0.153338
6.846289 0 722 0.153338
6.903938 0 726 0.153338
6.944219 0 730 0.153338
6.979890 0 729 0.153338
7.017537 0 742 0.153338
7.059117 0 742 0.153338
7.095797 0 742 0.153338
7.129726 0 742 0.153338
7.175408 0 742 0.153338
7.216840 0 742 0.153338
7.248056 0 750 0.153338
7.286036 0 750 0.153338
7.325772 0 750 0.153338
7.367441 0 758 0.153338
7.408937 0 762 0.153338
7.447644 0 765 0.153338
7.490759 0 770 0.153338
7.535044 0 773 0.153338
7.575362 0 773 0.153338
7.620201 0 778 0.153338
7.661466 0 784 0.153338
7.698098 0 788 0.153338
7.744660 0 792 0.153338
7.781254 0 804 0.153338
7.827362 1 804 22.458752
7.870075 0 814 4.594417
7.910137 1 810 26.597490
7.947796 0 822 8.480477
7.985949 1 823 30.388083
8.021364 0 831 12.158833
8.049484 0 833 12.158833
8.097632 0 839 12.158833
8.135786 0 839 12.158833
8.169719 0 841 12.158833
8.207436 0 853 12.158833
8.239989 0 853 12.158833
8.280075 0 861 12.158833
8.317682 0 857 12.158833
8.356265 0 856 12.158833
8.403909 0 865 12.158833
8.438086 0 864 12.158833
8.485053 0 877 12.158833
8.525928 0 883 12.158833
8.565231 0 886 12.158833
8.607979 0 895 12.158833
8.648046 0 894 12.158833
8.693997 0 903 12.158833
8.726214 0 901 12.158833
8.760211 0 907 12.158833
8.798089 0 908 12.158833
8.834073 0 915 12.158833
8.873679 0 916 12.158833
8.909804 0 917 12.158833
8.948087 0 923 12.158833
8.989533 0 931 12.158833
9.029536 0 939 12.158833
9.065272 0 939 12.158833
9.105964 0 945 12.158833
9.145804 0 943 12.158833
9.187543 0 951 12.158833
9.227508 0 956 12.158833
9.259727 0 960 12.158833
9.299488 0 964 12.158833
9.337184 0 968 12.158833
9.369531 0 968 12.158833
9.415079 0 968 12.158833
9.448014 0 977 12.158833
9.496046 0 977 12.158833
9.539467 0 986 12.158833
9.574193 0 992 12.158833
call to Robot/Rotate
