call to Robot/MoveCC
3.200949 0 766 -6.756925
3.234958 0 773 -6.756925
3.280668 0 774 -6.756925
3.324291 0 778 -6.756925
3.372593 0 784 -6.756925
3.410550 0 786 -6.756925
3.449189 0 788 -6.756925
3.487978 0 794 -6.756925
3.518892 0 800 -6.756925
3.549115 1 802 25.056455
3.594315 1 804 30.480495
3.628913 1 808 34.632245
3.662685 1 810 38.684865
3.699068 0 817 10.867827
3.731028 0 819 10.867827
3.778555 0 824 10.867827
3.814105 0 827 10.867827
3.850067 0 826 10.867827
3.885106 0 835 10.867827
3.914954 0 834 10.867827
3.950949 0 843 10.867827
3.993006 0 842 10.867827
4.048141 0 848 10.867827
4.087680 0 857 10.867827
4.122988 0 856 10.867827
4.171100 0 865 10.867827
4.211144 0 871 10.867827
4.253822 0 877 10.867827
4.293172 0 879 10.867827
4.334764 0 878 10.867827
4.367949 0 883 10.867827
4.399153 0 886 10.867827
4.429047 0 891 10.867827
4.464054 0 894 10.867827
4.498884 0 899 10.867827
4.534160 0 901 10.867827
4.578802 0 907 10.867827
4.612731 0 909 10.867827
4.652757 0 915 10.867827
4.694694 0 921 10.867827
4.728766 0 917 10.867827
4.771607 0 929 10.867827
4.808155 0 933 10.867827
4.844397 0 933 10.867827
4.882706 0 933 10.867827
4.914113 0 943 10.867827
4.954311 0 943 10.867827
4.989080 0 947 10.867827
5.038327 0 952 10.867827
5.072095 0 956 10.867827
5.118199 0 964 10.867827
5.150712 0 964 10.867827
5.191165 0 968 10.867827
5.230237 0 976 10.867827
5.263077 0 976 10.867827
5.297923 0 982 10.867827
5.334092 0 984 10.867827
5.380825 0 990 10.867827
5.413560 0 993 10.867827
5.448585 0 994 10.867827
5.487532 0 1002 10.867827
5.522747 0 1002 10.867827
5.560846 0 1006 10.867827
5.592847 0 1008 10.867827
5.628591 0 1015 10.867827
5.668805 0 1016 10.867827
5.714335 0 1022 10.867827
5.752959 0 1024 10.867827
5.790763 0 1028 10.867827
5.832409 -1 1036 -21.630955
5.868749 -1 1036 -25.991775
5.900888 -1 1040 -29.848500
5.928945 -1 1044 -33.215325
5.973075 -1 1046 -38.510935
6.008617 0 1052 -10.643413
6.040427 0 1054 -10.643413
6.078949 0 1054 -10.643413
6.118978 0 1062 -10.643413
6.161852 0 1068 -10.643413
6.199028 0 1074 -10.643413
6.238460 0 1074 -10.643413
6.283539 0 1083 -10.643413
6.321924 0 1084 -10.643413
6.350982 0 1089 -10.643413
6.389022 0 1092 -10.643413
6.430616 0 1099 -10.643413
6.468771 0 1099 -10.643413
6.512909 0 1107 -10.643413
6.554664 0 1105 -10.643413
6.590924 0 1106 -10.643413
6.630808 0 1115 -10.643413
6.673127 0 1119 -10.643413
6.720875 1 1123 22.221470
6.760873 1 1128 27.021195
6.798099 1 1135 31.488310
6.841876 0 1130 4.114935
6.874824 1 1143 36.091837
6.910825 0 1143 8.251862
6.958729 0 1152 8.251862
6.992994 0 1154 8.251862
7.041106 0 1160 8.251862
7.074767 0 1162 8.251862
7.114532 0 1166 8.251862
7.144871 0 1166 8.251862
7.183149 0 1175 8.251862
7.228823 0 1174 8.251862
7.263124 0 1181 8.251862
7.304530 0 1187 8.251862
7.341128 0 1189 8.251862
7.382846 0 1194 8.251862
7.421929 0 1198 8.251862
7.458122 0 1200 8.251862
7.498828 0 1206 8.251862
7.540924 0 1210 8.251862
7.578746 0 1215 8.251862
7.614910 0 1217 8.251862
7.663070 0 1223 8.251862
7.691050 0 1225 8.251862
7.728898 0 1229 8.251862
7.768160 0 1234 8.251862
7.808083 0 1233 8.251862
7.842667 0 1242 8.251862
7.878742 0 1244 8.251862
7.918437 0 1250 8.251862
7.952324 0 1252 8.251862
7.982898 0 1255 8.251862
8.024836 0 1254 8.251862
8.060017 0 1259 8.251862
8.088992 0 1266 8.251862
8.119154 0 1269 8.251862
8.169159 0 1273 8.251862
8.203059 0 1278 8.251862
8.238203 1 1280 40.360495
8.278348 0 1284 12.769150
8.308432 0 1288 12.769150
8.340920 0 1289 12.769150
8.380732 0 1294 12.769150
8.429978 0 1301 12.769150
8.459172 0 1305 12.769150
8.498464 0 1307 12.769150
8.533123 0 1318 12.769150
8.571069 0 1316 12.769150
8.611143 0 1317 12.769150
8.648298 0 1324 12.769150
8.681063 0 1332 12.769150
8.712168 0 1330 12.769150
8.748411 0 1334 12.769150
8.784521 0 1341 12.769150
8.821103 0 1343 12.769150
8.854751 0 1345 12.769150
8.899148 0 1353 12.769150
8.938998 0 1353 12.769150
8.972913 0 1358 12.769150
9.011169 0 1361 12.769150
9.052311 0 1370 12.769150
9.084549 0 1372 12.769150
9.122777 0 1376 12.769150
9.161117 0 1379 12.769150
9.197605 0 1385 12.769150
9.230314 0 1387 12.769150
9.264571 0 1387 12.769150
9.298501 0 1391 12.769150
9.334327 0 1400 12.769150
9.377901 0 1399 12.769150
9.413004 0 1399 12.769150
9.447836 0 1410 12.769150
9.484730 -1 1414 -19.444500
9.522793 0 1418 8.271745
9.555111 -1 1413 -23.667335
9.582156 -1 1421 -26.912785
9.600260 0 1426 2.000992
9.618602 0 1426 2.000992
9.650686 0 1430 2.000992
9.665976 0 1429 2.000992
9.682957 0 1429 2.000992
9.693944 0 1436 2.000992
9.707674 0 1436 2.000992
9.719867 0 1438 2.000992
9.764990 0 1436 2.000992
9.824104 0 1443 2.000992
9.840074 0 1450 2.000992
9.857819 0 1451 2.000992
9.871884 0 1451 2.000992
9.882964 0 1451 2.000992
9.897797 0 1456 2.000992
9.954793 0 1460 2.000992
9.970184 -1 1460 -28.922460
10.002823 -1 1466 -32.839180
10.019177 -1 1466 -34.801730
10.038808 0 1474 -5.979585
10.054536 0 1474 -5.979585
10.090660 -1 1474 -38.147070
10.107749 -1 1474 -40.197750
10.122468 0 1478 -11.080890
10.139107 0 1478 -11.080890
10.149046 0 1482 -11.080890
10.168782 0 1482 -11.080890
10.182947 0 1482 -11.080890
10.200037 0 1482 -11.080890
10.214556 0 1490 -11.080890
10.312045 0 1497 -11.080890
10.370634 0 1504 -11.080890
10.404521 0 1504 -11.080890
10.438622 0 1506 -11.080890
10.480823 0 1512 -11.080890
10.509050 0 1519 -11.080890
10.548390 0 1525 -11.080890
10.593112 0 1528 -11.080890
10.634546 0 1535 -11.080890
10.672870 0 1534 -11.080890
10.709131 0 1541 -11.080890
10.748395 1 1547 21.274955
10.780395 1 1549 25.115025
10.814863 1 1549 29.251170
10.852197 1 1551 33.731245
10.887935 1 1559 38.019765
10.918721 1 1557 41.714060
10.955092 0 1567 13.896327
11.004255 1 1571 46.846120
11.034689 0 1573 18.672142
11.075006 0 1571 18.672142
11.112970 0 1577 18.672142
11.158107 0 1585 18.672142
11.199846 0 1589 18.672142
11.229190 0 1593 18.672142
11.278729 0 1595 18.672142
11.312591 0 1597 18.672142
11.348622 0 1603 18.672142
11.388896 0 1607 18.672142
11.420659 0 1611 18.672142
11.464730 0 1618 18.672142
11.498190 0 1625 18.672142
11.534107 0 1624 18.672142
11.570798 0 1628 18.672142
11.610655 0 1627 18.672142
11.644649 0 1627 18.672142
11.680163 0 1640 18.672142
11.721153 0 1641 18.672142
11.751188 0 1650 18.672142
11.799138 0 1649 18.672142
11.834276 0 1658 18.672142
11.862995 0 1662 18.672142
11.908763 0 1664 18.672142
11.942171 0 1664 18.672142
11.978774 0 1671 18.672142
12.018332 0 1676 18.672142
12.050210 -1 1676 -13.240548
12.086655 -1 1682 -17.613888
12.124194 -1 1679 -22.118628
12.177735 -1 1692 -28.543548
12.208907 -1 1696 -32.284102
12.249131 -1 1698 -37.111018
12.293149 0 1701 -9.752115
12.340479 0 1708 -9.752115
12.379090 0 1716 -9.752115
12.418534 0 1722 -9.752115
12.448515 0 1724 -9.752115
12.490130 0 1726 -9.752115
12.526074 0 1726 -9.752115
12.574678 0 1726 -9.752115
12.620270 0 1726 -9.752115
